Table_Name,Num_Columns,Num_PKs,Table_Type,Num_Numeric,Num_Text,Num_Date,Pct_Numeric,Pct_Text,Pct_Date,PK_Ratio,Has_Code_Prefix,Has_Measure_Prefix,Num_Key_Like,Num_Measure_Like
AUTC_EAI,44,4,1,5,24,15,0.11363636363636363,0.5454545454545454,0.3409090909090909,0.09090909090909091,0,0,27,0
AUTR_TRADE,36,5,0,10,23,3,0.2777777777777778,0.6388888888888888,0.08333333333333333,0.1388888888888889,0,0,24,1
AVNN_MODF_CRDT,19,3,1,2,7,10,0.10526315789473684,0.3684210526315789,0.5263157894736842,0.15789473684210525,0,0,7,2
BARM_FIXE_AVR_COND_TRCH,8,5,0,2,4,2,0.25,0.5,0.25,0.625,0,0,5,1
BARM_PRPS_AVR_COND_TRCH,8,5,0,2,4,2,0.25,0.5,0.25,0.625,0,0,5,1
BARM_TARF,19,4,0,10,6,3,0.5263157894736842,0.3157894736842105,0.15789473684210525,0.21052631578947367,0,0,7,7
BARM_TARF_DIFF_MARC,33,9,0,26,4,3,0.7878787878787878,0.12121212121212122,0.09090909090909091,0.2727272727272727,0,0,5,7
BCG_CRNC_GARN_QUOT,44,4,1,19,19,6,0.4318181818181818,0.4318181818181818,0.13636363636363635,0.09090909090909091,0,0,19,6
BCG_ESTM_OBJT_GARN_QUOT,29,5,1,10,13,6,0.3448275862068966,0.4482758620689655,0.20689655172413793,0.1724137931034483,0,0,13,8
BCG_FRCT_CRNC_GARN_QUOT,30,5,1,13,14,3,0.43333333333333335,0.4666666666666667,0.1,0.16666666666666666,0,0,13,6
BCG_GARN_COUV_CRNC_QUOT,22,5,1,9,8,5,0.4090909090909091,0.36363636363636365,0.22727272727272727,0.22727272727272727,0,0,9,5
BCG_GARN_COUV_FRCT_QUOT,24,5,1,11,8,5,0.4583333333333333,0.3333333333333333,0.20833333333333334,0.20833333333333334,0,0,11,5
BCG_GARN_QUOT,71,4,1,12,46,13,0.16901408450704225,0.647887323943662,0.18309859154929578,0.056338028169014086,0,0,50,6
BCG_LTV,18,3,1,7,9,2,0.3888888888888889,0.5,0.1111111111111111,0.16666666666666666,0,0,13,2
BCG_OBJT_BIEN_IMMO_QUOT,35,4,1,6,24,5,0.17142857142857143,0.6857142857142857,0.14285714285714285,0.11428571428571428,0,0,24,2
BCG_PIST_AUDT_LTV,33,4,1,18,14,1,0.5454545454545454,0.42424242424242425,0.030303030303030304,0.12121212121212122,0,0,18,14
BNUS_PRET_IMPC,10,5,1,4,6,0,0.4,0.6,0.0,0.5,0,0,7,1
BPCE_RETR_RFT_DONN_GRN,11,5,1,3,7,1,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.45454545454545453,0,0,6,0
BPCE_RETR_RFT_QUOT,111,5,1,4,91,16,0.036036036036036036,0.8198198198198198,0.14414414414414414,0.04504504504504504,0,0,93,0
BRNC_ACTV_QUOT,8,5,1,2,4,2,0.25,0.5,0.25,0.625,0,0,4,0
CLNT_CONF,11,7,1,2,6,3,0.18181818181818182,0.5454545454545454,0.2727272727272727,0.6363636363636364,0,0,6,1
CLNT_MARQ_GP,8,2,0,0,6,2,0.0,0.75,0.25,0.25,0,0,6,0
CLNT_MARQ_PRO,5,2,0,0,3,2,0.0,0.6,0.4,0.4,0,0,4,0
CODEVI,27,5,1,15,9,3,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.18518518518518517,0,0,8,9
CODE_ACCR_CLNT_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_ACCR_ETAB_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_ACCS_RECP_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_ACTN_CONCR_DEFI,2,1,0,0,2,0,0.0,1.0,0.0,0.5,1,0,2,0
CODE_ACTV_PRNC_ETAB,6,2,0,0,4,2,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,0,5,0
CODE_ANO_FICB,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_AVIS_DECS_DEFI,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_AVIS_MEDT_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_AVNC_DEMN_DEFI,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_BARM_TOC,11,3,0,0,10,1,0.0,0.9090909090909091,0.09090909090909091,0.2727272727272727,1,0,9,0
CODE_CANL_ORIG_PRPS,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,4,0
CODE_CATG_JURD,5,2,0,0,5,0,0.0,1.0,0.0,0.4,1,0,4,0
CODE_CAUS_DYSF_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_CLSS_EVNM,3,2,0,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1,1,2,0
CODE_CONT_TRVL_CLNT,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_COUL_TOP_CC,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_CSP,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_DEGR_SENS_PERS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_DEVS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_DYSF_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_ETAT_DEMN_DEFI,4,2,0,0,4,0,0.0,1.0,0.0,0.5,1,0,2,1
CODE_ETAT_ENTT_CLNT,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_EVNM_AQRL,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,1,2,0
CODE_EVNM_BPCE,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,1,4,0
CODE_EVNM_CCLI,6,4,0,0,4,2,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,1,3,0
CODE_EXTN_CORR_CODE_INTE,4,3,0,1,3,0,0.25,0.75,0.0,0.75,1,0,3,0
CODE_FAML_APE,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_FAML_CATG_JURD,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_FAML_MOTF_AQRL,5,3,0,0,5,0,0.0,1.0,0.0,0.6,1,0,4,0
CODE_FAML_PRDT_AQRL,7,4,0,0,7,0,0.0,1.0,0.0,0.5714285714285714,1,0,6,0
CODE_FAML_SEGM_BAFI,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_FORM_JURD,5,2,0,0,5,0,0.0,1.0,0.0,0.4,1,0,4,0
CODE_IDNT_SUPP,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,4,0
CODE_LEAD_ESPC_ENTRP,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_MAJ_INTR_UNVR,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_MED_AQRL,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_METH_CALC,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_MODF,5,3,0,1,2,2,0.2,0.4,0.4,0.6,1,0,2,0
CODE_MOTF_CLTR,4,2,0,0,4,0,0.0,1.0,0.0,0.5,1,0,3,0
CODE_MOTF_DERG_TOC,11,3,0,1,9,1,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.2727272727272727,1,0,8,1
CODE_MOTF_NER,7,2,0,0,5,2,0.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,1,0,4,0
CODE_MOTF_SCR,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_NAF_REV2,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,4,0
CODE_NATR_CPTE_FICB,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_NATR_DEDM_AQRL,4,3,0,0,4,0,0.0,1.0,0.0,0.75,1,0,3,0
CODE_NATR_FLUX_SERV,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,1,2,0
CODE_NATR_INDM_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_NATR_JUST_CCLI,7,4,0,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.5714285714285714,1,0,3,0
CODE_NATR_PROJ,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,4,0
CODE_NIV_MOTF,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_NIV_RISQ_INVS,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,4,0
CODE_OPRT_FICB,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_OPRT_PRGR,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,4,0
CODE_ORIG_RECL_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_PERM_RECL_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_PERS_JURD,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_PORT_INCD_FICB,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_POS_AVNT_MEDT_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_POS_CAIS_AQRL,4,3,0,0,4,0,0.0,1.0,0.0,0.75,1,0,3,0
CODE_POS_ETAB_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_PRFL_CLNT_TOC,21,4,0,3,14,4,0.14285714285714285,0.6666666666666666,0.19047619047619047,0.19047619047619047,1,0,13,0
CODE_PRMT_TOC,13,3,0,3,10,0,0.23076923076923078,0.7692307692307693,0.0,0.23076923076923078,1,0,9,0
CODE_PROC_JUDC_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_PROV_RECL_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_PRST_TARF,10,2,0,1,9,0,0.1,0.9,0.0,0.2,1,0,8,0
CODE_RECL_CRTN_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_RECL_TRT_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_RECP_AQRL,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_REGL_ASPR,14,8,0,0,11,3,0.0,0.7857142857142857,0.21428571428571427,0.5714285714285714,1,0,12,0
CODE_REGL_PRPG,15,9,0,0,12,3,0.0,0.8,0.2,0.6,1,0,13,0
CODE_REJT_ALLER_BDF,6,4,0,0,6,0,0.0,1.0,0.0,0.6666666666666666,1,0,5,0
CODE_REJT_RETR_BDF,6,4,0,0,6,0,0.0,1.0,0.0,0.6666666666666666,1,0,5,0
CODE_SEGM_BAFI,5,2,0,0,5,0,0.0,1.0,0.0,0.4,1,0,4,0
CODE_SERV_RECL_SOLL_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_SITT_COMP_DOSS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_STTT_AQRL,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_STTT_LEAD,3,2,0,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1,0,2,0
CODE_STTT_LEAD_EERD,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_STTT_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TRT_AQRL,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_AIDE_PRPR_ENTN,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_APPAR_RES,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,4,0
CODE_TYPE_APPL_COND,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_ARTC_FICB,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_CAPC_JURD,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,4,0
CODE_TYPE_COTT_AGNC,4,3,0,0,4,0,0.0,1.0,0.0,0.75,1,0,3,0
CODE_TYPE_COTT_COFACE,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_COTT_FIBEN_DIRG,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_CPTE_FICB,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_DEPT,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_DESG_PERS,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,4,0
CODE_TYPE_DOCM_CCLI,7,4,0,0,5,2,0.0,0.7142857142857143,0.2857142857142857,0.5714285714285714,1,0,4,0
CODE_TYPE_DOSS_CCLI,19,4,0,1,14,4,0.05263157894736842,0.7368421052631579,0.21052631578947367,0.21052631578947367,1,0,14,0
CODE_TYPE_ETAP_DEFI,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_EVNM,6,2,0,2,3,1,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,1,1,3,0
CODE_TYPE_EXTO,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_FAML_COTT_AGNC,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_GARN_DEFI,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_GARN_GCE,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_INTT,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_LANG_COMN,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,4,0
CODE_TYPE_MEDT_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_MOTF_DERG,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_NATR_COND,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_RECL_SALS,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_REGM_FISC,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,4,0
CODE_TYPE_REGM_MATR,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,4,0
CODE_TYPE_REGS,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,4,0
CODE_TYPE_REVS_ANNU,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,1,0,2,0
CODE_TYPE_SITT_FAML,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,2,0
CODE_TYPE_SITT_JURD,5,2,0,0,3,2,0.0,0.6,0.4,0.4,1,0,4,0
COFF_FORT_NUMQ,16,3,1,1,12,3,0.0625,0.75,0.1875,0.1875,0,0,14,0
COMM_TRADE,28,15,0,12,13,3,0.42857142857142855,0.4642857142857143,0.10714285714285714,0.5357142857142857,0,0,19,4
COND_NEGC_TARF,14,4,0,6,5,3,0.42857142857142855,0.35714285714285715,0.21428571428571427,0.2857142857142857,0,0,6,0
COND_PART_TARF,11,4,0,2,6,3,0.18181818181818182,0.5454545454545454,0.2727272727272727,0.36363636363636365,0,0,7,1
COND_SPCF_TARF,9,3,0,0,9,0,0.0,1.0,0.0,0.3333333333333333,0,0,8,0
CONS_BDF,31,8,1,7,22,2,0.22580645161290322,0.7096774193548387,0.06451612903225806,0.25806451612903225,0,0,23,2
CONT_TRADE,23,5,1,6,14,3,0.2608695652173913,0.6086956521739131,0.13043478260869565,0.21739130434782608,0,0,15,2
COTE_FIBEN_ENTRP_ACTV,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,2,0
COTE_FIBEN_ENTRP_CRDT,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,2,0
CRE_ALRT_DRC_1,20,8,1,4,11,5,0.2,0.55,0.25,0.4,0,0,14,0
CRE_COFF_FORT_NUMQ,17,5,1,1,12,4,0.058823529411764705,0.7058823529411765,0.23529411764705882,0.29411764705882354,0,0,14,0
CRE_DETL_GEST_LTI,37,3,1,7,27,3,0.1891891891891892,0.7297297297297297,0.08108108108108109,0.08108108108108109,0,0,28,6
CRE_DETL_TRADE_AUTR,160,4,0,44,96,20,0.275,0.6,0.125,0.025,0,0,96,32
CRE_DRC_NUMR,43,4,1,3,31,9,0.06976744186046512,0.7209302325581395,0.20930232558139536,0.09302325581395349,0,0,28,0
CRE_PIEC_NUMR,59,5,1,9,34,16,0.15254237288135594,0.576271186440678,0.2711864406779661,0.0847457627118644,0,0,43,0
CRS_TITR_FRCT_TRTR,65,5,1,36,19,10,0.5538461538461539,0.2923076923076923,0.15384615384615385,0.07692307692307693,0,0,21,16
CSP_AFFC_PART,5,0,1,1,3,1,0.2,0.6,0.2,0.0,0,0,3,0
DEFIMMO_MULT_INDC,10,5,1,6,4,0,0.6,0.4,0.0,0.5,0,0,6,0
DEFI_ACTR,10,3,1,0,10,0,0.0,1.0,0.0,0.3,0,0,4,0
DEFI_ASSO_CONC_GARN_MENS,6,5,1,0,5,1,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0,0,4,0
DEFI_ASSO_CONC_GARN_QUOT,7,5,1,0,5,2,0.0,0.7142857142857143,0.2857142857142857,0.7142857142857143,0,0,4,0
DEFI_CONCR,46,4,1,14,28,4,0.30434782608695654,0.6086956521739131,0.08695652173913043,0.08695652173913043,0,0,30,11
DEFI_CONCR_QUOT,74,5,1,19,46,9,0.25675675675675674,0.6216216216216216,0.12162162162162163,0.06756756756756757,0,0,49,12
DEFI_DEMN,22,3,1,2,13,7,0.09090909090909091,0.5909090909090909,0.3181818181818182,0.13636363636363635,0,0,13,0
DEFI_DEMN_QUOT,23,4,1,1,14,8,0.043478260869565216,0.6086956521739131,0.34782608695652173,0.17391304347826086,0,0,14,0
DEFI_ETAP,15,4,0,0,12,3,0.0,0.8,0.2,0.26666666666666666,0,0,10,0
DEFI_ETAP_QUOT,16,5,0,0,12,4,0.0,0.75,0.25,0.3125,0,0,11,0
DEFI_GARN,16,4,0,1,13,2,0.0625,0.8125,0.125,0.25,0,0,9,3
DEFI_GARN_QUOT,17,5,1,1,13,3,0.058823529411764705,0.7647058823529411,0.17647058823529413,0.29411764705882354,0,0,12,3
DEFI_JUST_CONC_QUOT,23,6,1,0,20,3,0.0,0.8695652173913043,0.13043478260869565,0.2608695652173913,0,0,19,0
DEFI_PERS,24,5,1,7,14,3,0.2916666666666667,0.5833333333333334,0.125,0.20833333333333334,0,0,13,3
DEFMO_BANQ_PART_QUOT,15,7,1,5,7,3,0.3333333333333333,0.4666666666666667,0.2,0.4666666666666667,0,0,9,0
DEFMO_BIEN_FINN_QUOT,36,7,1,17,16,3,0.4722222222222222,0.4444444444444444,0.08333333333333333,0.19444444444444445,0,0,18,8
DEFMO_BUDG_QUOT,19,8,1,8,8,3,0.42105263157894735,0.42105263157894735,0.15789473684210525,0.42105263157894735,0,0,11,3
DEFMO_COMM_QUOT,17,6,1,8,6,3,0.47058823529411764,0.35294117647058826,0.17647058823529413,0.35294117647058826,0,0,7,2
DEFMO_CONC_QUOT,72,7,1,27,35,10,0.375,0.4861111111111111,0.1388888888888889,0.09722222222222222,0,0,38,8
DEFMO_DECS_CONC_QUOT,20,6,1,3,10,7,0.15,0.5,0.35,0.3,0,0,12,0
DEFMO_DECS_OPRT_QUOT,32,7,1,4,14,14,0.125,0.4375,0.4375,0.21875,0,0,17,1
